"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","aca_flag","d_over_deadline","ed","fecha_deadline"
"https://www.mdpi.com/journal/ijerph/special_issues/one_year_COVID19",18,2,0.111,2023-02-25,2023-02-25,"2,0,0","11",0,"Dr. Fabienne Glowacz, Dr. Isabelle Hansez, Dr. Adelaide Blavier","25 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Mental_Hospital",37,6,0.162,2023-02-28,2023-02-20,"6","25",8,"Dr. Sunghyup Sean Hyun","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/ensure_health_wellbeing_for_all",28,12,0.429,2023-02-28,2022-11-18,"12","No info",102,"Ziad El-Khatib","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/wellness_health_elderly",27,0,0,2023-02-28,2023-02-05,"0","22",23,"Nina Tumosa","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/RCMI_2022",42,10,0.238,2023-02-28,2023-06-24,"5,2,0,1,0,4,2","22",-116,"Dr. Elizabeth O. Ofili, Dr. Emma Fernandez-Repollet, Dr. Richard J. Noel, Jr., Dr. Daniel F. Sarpong, Dr. Magda Shaheen, Dr. Paul B. Tchounwou, Dr. Richard Yanagihara","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/PWFSS",10,2,0.2,2023-02-28,2023-03-15,"0,2","8",-15,"Ana Luisa Patricio da Silva, Teresa A. P. Rocha-Santos","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Athletes_Psychology",10,1,0.1,2023-02-28,2023-05-05,"1,0","7",-66,"Selenia di Fronso, Dagmara Budnik-Przybylska","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/age_work_COVID",10,2,0.2,2023-02-28,2023-02-28,"2,2,0","6",0,"Sara Zaniboni, Cristian Balducci, Dave Cadiz","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Advancing_Sexual",15,4,0.267,2023-02-28,2023-04-01,"3,3","9",-32,"Jason D. Flatt, Jennifer R. Pharr","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/_impact_of_new_technologies_on_occupational_health",12,1,0.083,2023-02-28,2023-03-30,"0,1,0","7",-30,"Sarah A. Felknor, Jay A. Vietas, Jessica M. K. Streit","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Child_Health_Equity",15,2,0.133,2023-02-28,2023-02-28,"2","9",0,"Madhu Sudhan Atteraya","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/economic_health_effects_telework",6,0,0,2023-02-28,2022-12-19,"0,0","3",71,"Toni Alterman, Tapas Ray","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Substances_Social_Media",12,1,0.083,2023-02-28,2023-03-03,"1,1","9",-3,"Janni Leung, Gary Chan","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Parent_Child_Interaction",12,2,0.167,2023-02-28,2022-08-31,"1,1","4",181,"Larissa Niec, Beverly Funderburk","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Aging_Physical_Activity",15,1,0.067,2023-02-28,2023-02-21,"1,0","11",7,"Yijian Yang, Kim van Schooten","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/biostatistical_modelling",12,3,0.25,2023-02-28,2022-07-15,"3","6",228,"Jahar Bhowmik","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Low_Carbon_Development",16,5,0.312,2023-02-28,2023-02-08,"4,1","9",20,"Chao Feng, Dr. Jun Yang","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/POSE2",12,1,0.083,2023-02-28,2023-02-24,"1,0","7",4,"Dr. Lucian-Ionel Cioca, Diana Popa-Andrei","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Environmental_Protection_Behavior_Strategies_for_Formation_and_Recurrence",15,0,0,2023-02-28,2023-02-09,"0,0","6",19,"Dr. Feiyu Chen, Jing Hou","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/emotional_intelligence_active_lifestyle",14,1,0.071,2023-02-28,2023-02-01,"0,1,0,0","11",27,"Silvia Arribas Galagarra, Fatima Chacon-Borrego, Lzaskun Luis de Cos, Jose J. Muros Molina","28 February 2023"
"https://www.mdpi.com/journal/ijerph/special_issues/Indoor_Air_Quality_Health_Outcomes_Energy-Efficient_Buildings",7,2,0.286,2023-02-28,2022-08-04,"2","No info",208,"Helene Niculita-Hirzel","28 February 2023"
