"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","aca_flag","d_over_deadline","ed","fecha_deadline"
"https://www.mdpi.com/journal/ijerph/special_issues/symposium_health_research",21,0,0,2008-08-29,2008-10-24,"","No info",-56,"","29 August 2008"
"https://www.mdpi.com/journal/ijerph/special_issues/public_health",44,1,0.023,2009-02-28,2009-03-31,"1","No info",-31,"Dr. Paul B. Tchounwou","28 February 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/sustainability",11,0,0,2009-03-31,2014-03-14,"0","No info",-1809,"Dr. Miklas Scholz","31 March 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/tobacco-smoking",30,1,0.033,2009-04-30,2011-04-15,"1","No info",-715,"Jennifer Kahende","30 April 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/tobacco-control",30,1,0.033,2009-04-30,2009-12-22,"1","No info",-236,"Jennifer Kahende","30 April 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/biodegradability-environment",10,0,0,2009-07-31,2009-08-26,"0,0","No info",-26,"Shu-Kun Lin, Dr. Naozumi Teramoto","31 July 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/drug-abuse-addiction",8,0,0,2009-08-31,2009-10-15,"0","No info",-45,"Brian R. Flay","31 August 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/epidemiology",31,0,0,2009-12-31,2010-03-01,"0","No info",-60,"Scott A. Venners","31 December 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/pubhealth-informatics",11,1,0.091,2009-12-31,2014-01-21,"1","No info",-1482,"Dr. Maged N. Kamel Boulos","31 December 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/research-alcohol",10,2,0.2,2009-12-31,2010-03-09,"2,0","No info",-68,"Thomas K. Greenfield, Joris C. Verster","31 December 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/cardiovascular-diseases-health",6,0,0,2009-12-31,2010-03-04,"0","No info",-63,"Kathryn M. Rose","31 December 2009"
"https://www.mdpi.com/journal/ijerph/special_issues/heavy-metals",8,1,0.125,2010-01-31,2010-11-15,"1","No info",-288,"Dr. Wayne Briner","31 January 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/health-economics",21,1,0.048,2010-02-28,2015-06-19,"1","No info",-1937,"Dr. Ulf-G. Gerdtham","28 February 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/obesity-health",10,0,0,2010-02-28,2010-05-14,"0,0","No info",-75,"Rachel Huxley, Dr. Peter Clifton","28 February 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/sixth_health_research",15,0,0,2010-02-28,2010-01-21,"","No info",38,"","28 February 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/climate-change",13,0,0,2010-03-31,2010-09-28,"0,0,0","No info",-181,"P. Grady Dixon, Dr. Pablo Fernandez De Arroyabe, Dr. Laurence S. Kalkstein","31 March 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/children",10,10,1,2010-05-31,2011-03-08,"10","No info",-281,"Dr. Walid El Ansari","31 May 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/indoor-pollution",16,0,0,2010-06-30,2010-11-16,"0,0","No info",-139,"Gary Adamkiewicz, John D. Spengler","30 June 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/noise",10,0,0,2010-07-15,2011-02-01,"0","No info",-201,"Dr. Peter Lercher","15 July 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/biomarkers-ijerph",7,0,0,2010-10-31,2011-05-19,"","No info",-200,"","31 October 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/science_policy",31,0,0,2010-11-30,2011-07-27,"0","No info",-239,"Jennifer Kahende","30 November 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/7th-health-research",11,0,0,2010-12-31,2010-12-30,"","No info",1,"","31 December 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/advances-public-health-2009",8,0,0,2010-12-31,2011-09-20,"0","No info",-263,"Dr. Paul B. Tchounwou","31 December 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/advances-environmental-2009",5,0,0,2010-12-31,2010-04-01,"0","No info",274,"Dr. Paul B. Tchounwou","31 December 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/carbon",5,0,0,2010-12-31,2011-02-15,"0","No info",-46,"Malcolm A. Wilson","31 December 2010"
"https://www.mdpi.com/journal/ijerph/special_issues/environmental_justice",6,0,0,2011-01-31,2011-06-02,"0","No info",-122,"Charles W. Griffiths","31 January 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/pesticides_health",12,2,0.167,2011-02-28,2011-11-11,"2","No info",-256,"Jane A. Hoppin","28 February 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/geostatistics",19,2,0.105,2011-02-28,2011-09-05,"2,0","No info",-189,"Dr. Yu-Pin Lin","28 February 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/soil_pollution",8,2,0.25,2011-02-28,2011-08-03,"2","No info",-156,"Sayed M. Hassan","28 February 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/env_geotechnics",5,1,0.2,2011-03-31,2011-03-15,"1","No info",16,"Hiroshan Hettiarachchi","31 March 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/risk_assessment",13,2,0.154,2011-04-30,2013-05-14,"2","No info",-745,"Robert K. D. Peterson","30 April 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/alc-public-health",43,0,0,2011-05-31,2011-08-11,"0,0","No info",-72,"Dr. David J. Hanson, Joris C. Verster","31 May 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/environmental_neurotox",9,1,0.111,2011-05-31,2011-11-15,"1","No info",-168,"Dr. Stephen C. Bondy","31 May 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/occupational_cancer",5,0,0,2011-05-31,2011-09-22,"0,0","No info",-114,"Laura Beane Freeman, Aaron Blair","31 May 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/climate_change_health",9,1,0.111,2011-08-31,2012-10-15,"1","No info",-411,"Aline Chiabai","31 August 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/earth_syst_sci",5,2,0.4,2011-08-31,2011-09-02,"2","No info",-2,"Benjamin Zaitchik","31 August 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/drug_addiction",10,2,0.2,2011-10-20,2011-12-29,"2","No info",-70,"Dr. Steve Sussman","20 October 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/suicide_prevention",20,0,0,2011-12-31,2012-06-19,"0,0","No info",-171,"Dr. Danuta Wasserman, Dr. Gustavo Turecki","31 December 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/8th-health-research",5,0,0,2011-12-31,2012-01-11,"","No info",-11,"","31 December 2011"
"https://www.mdpi.com/journal/ijerph/special_issues/childhood-obesity",18,2,0.111,2012-01-31,2012-02-17,"2","No info",-17,"Kristi B. Adamo","31 January 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/health_risk",16,2,0.125,2012-01-31,2012-03-31,"2","No info",-60,"Dr. Ken Sexton","31 January 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/water_and_health",23,0,0,2012-02-29,2012-06-01,"0","No info",-93,"Nicholas Frederick Gray","29 February 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/malnutrition",17,0,0,2012-02-29,2012-06-18,"0","No info",-110,"Kristina Norman","29 February 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/leukemia",7,1,0.143,2012-03-31,2012-06-14,"1","No info",-75,"Luoping Zhang","31 March 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/skin_cancer",7,0,0,2012-04-30,2012-05-04,"0,0","No info",-4,"Magnus Falk, Dr. Christopher David Anderson","30 April 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/who_conven",6,0,0,2012-05-31,2012-05-04,"0","No info",27,"Adriana Blanco Marquizo","31 May 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/determinants_health",17,0,0,2012-10-31,2013-09-18,"0","No info",-322,"Arjumand Siddiqi","31 October 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/migrant_health",12,0,0,2012-11-30,2013-04-23,"0","No info",-144,"Dr. Sian Meryl Griffiths","30 November 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/radiation_cancer_risk",8,0,0,2012-11-30,2013-01-27,"0","No info",-58,"Joachim Schüz","30 November 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/9th-heath-research",5,0,0,2012-12-31,2013-11-14,"","No info",-318,"","31 December 2012"
"https://www.mdpi.com/journal/ijerph/special_issues/child-injury-prevention",11,2,0.182,2013-01-15,2013-03-17,"2","No info",-61,"Dr. David C. Schwebel","15 January 2013"
"https://www.mdpi.com/journal/ijerph/special_issues/quiet_areas",9,0,0,2013-01-31,2013-03-18,"0","No info",-46,"Dr. Peter Lercher","31 January 2013"
"https://www.mdpi.com/journal/ijerph/special_issues/birth-defect-prevention",5,0,0,2013-04-30,2013-07-27,"0","No info",-88,"Marcia L. Feldkamp","30 April 2013"
"https://www.mdpi.com/journal/ijerph/special_issues/tobacco_control",23,0,0,2013-05-31,2013-11-01,"0,0","No info",-154,"Zubair Kabir, Dr. Luke Clancy","31 May 2013"
"https://www.mdpi.com/journal/ijerph/special_issues/Inequalities",14,0,0,2013-05-31,2014-06-08,"0","No info",-373,"Dr. Ulf-G. Gerdtham","31 May 2013"
"https://www.mdpi.com/journal/ijerph/special_issues/autism",7,0,0,2013-05-31,2013-09-20,"0","No info",-112,"Raymond F. Palmer","31 May 2013"
