"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","aca_flag","d_over_deadline","ed","fecha_deadline"
"https://www.mdpi.com/journal/ijerph/special_issues/community_nursing",10,6,0.6,2021-11-30,2021-11-23,"5,6,4","No info",7,"Dr. Pedro Melo, Dr. Jose Ramon Riera, Tam Nguyen","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/Recovery_Ment_Health",13,6,0.462,2021-11-30,2021-11-19,"3,5,0","No info",11,"Kim Jørgensen, Dr. Bengt Karlsson, Dr. Larry Davidson","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/Inflammatory_Diseases_Impact_Quality_Life",10,4,0.4,2021-11-30,2021-11-28,"3,2,1,0","No info",2,"Alejandro Molina-Leyva, Dr. Salvador Arias-Santiago, Eduardo Redondo Cerezo, Dr. Miguel Angel Gonzalez-Gay","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/CCIDR",8,1,0.125,2021-11-30,2021-11-20,"1,1","No info",10,"Prisco Piscitelli, Alessandro Miani","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/wellbeing_elderly",10,0,0,2021-11-30,2021-11-30,"0,0,0,0","6",0,"Laura Galiana, Jose Manuel Tomas Miguel, Amparo Oliver, Patricia Sancho","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/exercise_lifestyle_modification",5,3,0.6,2021-11-30,2021-12-28,"1,2,0","1",-28,"Dr. Borja Sanudo, Dr. David Jimenez-Pavon, Dr. John Saxton","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/oral_res",10,0,0,2021-11-30,2021-11-23,"0,0,0,0","6",7,"Dr. Alessandro Del Vecchio, Dr. Carmen TODEA, Dr. Josep Arnabat-Dominguez, Dr. Joanna J KAMMA","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/the_marathon_environmental_public_health_aspects",9,6,0.667,2021-11-30,2022-04-05,"6,1,2","No info",-126,"Veronique Billat, Damien Vitiello, Johnathan Edwards","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/Chronic_Disease_Disability_Community_Care",8,0,0,2021-11-30,2022-01-01,"0,0,0","No info",-32,"Darcy McMaughan, Idethia Harvey, Kevin Tarlow","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/Nuts_Human_Health",6,5,0.833,2021-11-30,2021-11-30,"5,4","No info",0,"Dr. Rachel Brown, Siew Ling Tey","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/FiPMH",7,1,0.143,2021-11-30,2021-12-23,"1,0","4",-23,"Ilaria Lega, Letizia Sampaolo","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/SLS",6,1,0.167,2021-11-30,2021-11-29,"0,1","3",1,"Kyle Bunds, Jonathan Casper","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/exercise_covid-19",5,2,0.4,2021-11-30,2021-11-22,"2","3",8,"Tamara Hew-Butler","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/Rural_Workforce_2nd",6,1,0.167,2021-11-30,2021-11-22,"1,1","3",8,"Belinda O’Sullivan, Matthew McGrail","30 November 2021"
"https://www.mdpi.com/journal/ijerph/special_issues/Substance_Use_New_Drug_Trends_Adolescents",7,5,0.714,2021-11-30,2021-12-15,"1,2,3","No info",-15,"Maria Luca, Dr. Ornella Corazza, Giovanni Martinotti","30 November 2021"
